time_stamp,humidity,temperature,pressure,pm1.0_cf_1,pm2.5_cf_1,pm10.0_cf_1,sensor_number,latitude,longitude
2022-11-27 00:00:00+00:00,51.504,33.617,918.719,0.166,0.3305,0.4345,27747,53.82678,-122.88069
2022-11-27 00:00:00+00:00,41.707,38.681,936.071,0.3005,0.473,0.5569999999999999,27691,53.9126,-122.80243
2022-11-27 00:00:00+00:00,22.578,81.021,929.753,1.917,4.259,5.222,115213,53.861065,-122.77701
2022-11-27 00:00:00+00:00,70.944,34.492,926.825,0.97,1.931,2.4425,27733,53.877823,-122.655396
2022-11-27 00:00:00+00:00,49.91,34.759,938.327,0.3225,0.483,0.627,23555,53.92698,-122.71216
2022-11-27 00:00:00+00:00,42.662,38.213,937.144,0.511,0.8095,0.9405,1290,53.913925,-122.76223
2022-11-27 00:00:00+00:00,52.68,34.126,917.638,0.785,1.2795,1.4655,24395,53.995934,-122.79671
2022-11-27 00:00:00+00:00,47.178,34.62,917.23,0.3475,0.4455,0.499,24495,53.911438,-122.87895
2022-11-27 00:00:00+00:00,42.287,40.102,935.186,0.408,0.5255,0.613,1284,53.929886,-122.80193
2022-11-27 00:00:00+00:00,49.635,34.033,936.893,0.3015,0.4455,0.5115,23541,53.90835,-122.784
2022-11-27 00:00:00+00:00,42.019,41.352,934.21,0.2975,0.402,0.478,1288,53.85699,-122.75565
2022-11-27 00:00:00+00:00,70.515,34.875,927.566,4.6425,4.9475,5.1425,24499,53.902016,-122.67971
2022-11-27 00:00:00+00:00,54.108,31.69,913.54,0.6695,1.636,2.29,24515,53.98482,-122.80778
2022-11-27 00:00:00+00:00,55.935,30.928,921.646,0.1355,0.235,0.329,27761,53.873554,-122.79964
2022-11-27 00:00:00+00:00,45.507,38.246,941.572,0.5835,1.1075,1.5505,23743,53.9217,-122.7322
2022-11-27 00:00:00+00:00,49.242,35.096,936.583,0.244,0.3915,0.4465,25869,53.877056,-122.74168
2022-11-27 00:00:00+00:00,50.669,37.031,939.827,2.18,4.1495,5.0925,24373,54.003223,-122.66153
2022-11-27 00:00:00+00:00,48.971,35.217,935.882,0.234,0.353,0.402,24467,53.960423,-122.82616
2022-11-27 00:00:00+00:00,46.926,34.131,917.033,0.431,0.8240000000000001,1.0545,24419,53.938244,-122.85273
2022-11-27 00:00:00+00:00,45.308,37.736,938.271,0.162,0.3365,0.48,24503,53.891518,-122.78121
2022-11-27 00:00:00+00:00,45.361,36.093,929.015,0.2575,0.4545,0.6054999999999999,24493,53.955334,-122.763824
2022-11-27 00:00:00+00:00,46.258,39.025,938.186,0.53,0.8325,0.9655,1248,53.911182,-122.732704
2022-11-27 00:00:00+00:00,49.837,34.907,928.619,0.1129999999999999,0.203,0.2985,25139,53.855797,-122.784195
2022-11-27 00:00:00+00:00,43.718,37.567,919.179,0.2565,0.432,0.519,24379,53.97476,-122.790115
2022-11-27 00:00:00+00:00,48.397,34.493,920.82,1.1755,1.3135,1.474,24525,53.84618,-122.815414
2022-11-27 00:00:00+00:00,44.667,39.268,938.402,0.2045,0.4585,0.675,24479,53.889565,-122.75596
2022-11-27 00:00:00+00:00,55.661,32.34,917.611,0.1119999999999999,0.208,0.2585,24557,54.005634,-122.81703
2022-11-27 00:00:00+00:00,47.957,36.372,920.296,0.173,0.299,0.4075,1250,53.96459,-122.78269
2022-11-27 00:00:00+00:00,,,,0.2115,0.2705,0.3105,1280,53.893547,-122.813866
2022-11-27 00:00:00+00:00,50.425,34.024,935.653,0.2555,0.4115,0.504,27887,53.92485,-122.78755
2022-11-27 00:00:00+00:00,47.194,36.492,931.572,1.8185,2.1245000000000003,2.2345,108414,53.871243,-122.77193
2022-11-27 00:00:00+00:00,47.824,36.125,935.939,0.173,0.294,0.37,9614,53.895447,-122.79881
2022-11-27 00:00:00+00:00,52.535,35.212,939.996,0.402,0.7895,1.0595,24497,53.9048,-122.75479
