time_stamp,humidity,temperature,pressure,pm1.0_cf_1,pm2.5_cf_1,pm10.0_cf_1,sensor_number,latitude,longitude
2022-12-03 00:00:00+00:00,42.357,0.494,939.382,6.1395,10.641,12.7105,27747,53.82678,-122.88069
2022-12-03 00:00:00+00:00,33.808,9.204,958.855,8.949,14.0415,16.044999999999998,27691,53.9126,-122.80243
2022-12-03 00:00:00+00:00,17.493,80.867,951.281,5.911,11.793,13.802,115213,53.861065,-122.77701
2022-12-03 00:00:00+00:00,36.833,7.935,960.05,19.8585,33.051,41.6185,1290,53.913925,-122.76223
2022-12-03 00:00:00+00:00,44.578,3.389,938.6,17.9335,28.6855,33.1035,24395,53.995934,-122.79671
2022-12-03 00:00:00+00:00,34.054,9.526,937.648,3.551,5.781499999999999,6.8785,24495,53.911438,-122.87895
2022-12-03 00:00:00+00:00,32.594,10.766,957.909,17.1085,24.1005,28.8675,1284,53.929886,-122.80193
2022-12-03 00:00:00+00:00,44.044,3.201,960.202,14.143,21.487,23.713,23541,53.90835,-122.784
2022-12-03 00:00:00+00:00,33.883,11.135,956.316,17.744999999999997,24.401,28.0375,1288,53.85699,-122.75565
2022-12-03 00:00:00+00:00,45.532,3.646,949.98,89.44200000000001,96.313,100.7625,24499,53.902016,-122.67971
2022-12-03 00:00:00+00:00,45.994,3.803,934.296,13.8445,21.457,24.4825,24515,53.98482,-122.80778
2022-12-03 00:00:00+00:00,49.676,0.59,942.519,7.449,12.3315,15.728,27761,53.873554,-122.79964
2022-12-03 00:00:00+00:00,39.444,7.221,965.087,12.9265,21.075000000000003,25.7685,23743,53.9217,-122.7322
2022-12-03 00:00:00+00:00,37.672,8.46,963.269,7.1235,12.437,15.267,24373,54.003223,-122.66153
2022-12-03 00:00:00+00:00,37.507,12.4,962.169,18.8465,32.5565,37.808,9614,53.895447,-122.79881
2022-12-03 00:00:00+00:00,40.482,3.512,958.782,12.1415,19.1745,21.4415,24467,53.960423,-122.82616
2022-12-03 00:00:00+00:00,42.275,2.178,937.871,11.7865,18.2105,20.891,24419,53.938244,-122.85273
2022-12-03 00:00:00+00:00,39.776,6.967,961.169,9.201,16.5,23.408,24503,53.891518,-122.78121
2022-12-03 00:00:00+00:00,54.893,1.693,960.313,15.3945,27.0895,32.619,148425,53.91878,-122.77872
2022-12-03 00:00:00+00:00,38.643,3.219,951.296,17.3365,28.872,34.926500000000004,24493,53.955334,-122.763824
2022-12-03 00:00:00+00:00,39.635,8.674,960.964,32.954,53.048,62.618,1248,53.911182,-122.732704
2022-12-03 00:00:00+00:00,46.149,3.318,950.599,9.719,16.7895,20.7665,25139,53.855797,-122.784195
2022-12-03 00:00:00+00:00,35.673,8.846,940.227,10.4025,16.0805,18.168,24379,53.97476,-122.790115
2022-12-03 00:00:00+00:00,39.069,3.167,942.0,7.618,13.1915,16.791,24525,53.84618,-122.815414
2022-12-03 00:00:00+00:00,40.739,6.17,961.309,11.4935,20.7875,25.5985,24479,53.889565,-122.75596
2022-12-03 00:00:00+00:00,42.344,2.654,938.486,6.679500000000001,10.213,11.267,24557,54.005634,-122.81703
2022-12-03 00:00:00+00:00,37.065,8.711,941.378,10.992,17.9185,21.917,1250,53.96459,-122.78269
2022-12-03 00:00:00+00:00,,,,10.649,14.1015,15.6755,1280,53.893547,-122.813866
2022-12-03 00:00:00+00:00,45.181,3.664,958.345,8.985,14.8855,17.450499999999998,27887,53.92485,-122.78755
2022-12-03 00:00:00+00:00,45.103,3.118,954.135,17.43,27.0325,29.3055,108414,53.871243,-122.77193
2022-12-03 00:00:00+00:00,42.253,3.989,959.544,14.895,22.969,25.4215,25869,53.877056,-122.74168
2022-12-03 00:00:00+00:00,47.203,4.107,963.294,13.957,23.111,27.855,24497,53.9048,-122.75479
