time_stamp,humidity,temperature,pressure,pm1.0_cf_1,pm2.5_cf_1,pm10.0_cf_1,sensor_number,latitude,longitude
2022-11-26 00:00:00+00:00,55.389,40.836,925.779,1.2975,2.072,2.3435,27747,53.82678,-122.88069
2022-11-26 00:00:00+00:00,44.733,45.067,942.998,0.8049999999999999,1.227,1.392,27691,53.9126,-122.80243
2022-11-26 00:00:00+00:00,23.812,80.543,936.777,1.674,3.943,5.128,115213,53.861065,-122.77701
2022-11-26 00:00:00+00:00,85.279,41.123,934.017,4.6705000000000005,7.1215,8.176,27733,53.877823,-122.655396
2022-11-26 00:00:00+00:00,53.397,41.636,945.038,1.2315,1.8585,2.2295,23555,53.92698,-122.71216
2022-11-26 00:00:00+00:00,45.951,44.681,944.072,2.162,3.359,3.746,1290,53.913925,-122.76223
2022-11-26 00:00:00+00:00,56.736,40.612,924.714,1.8055,3.0095,3.4575,24395,53.995934,-122.79671
2022-11-26 00:00:00+00:00,53.249,40.841,924.143,0.6890000000000001,1.1065,1.3285,24495,53.911438,-122.87895
2022-11-26 00:00:00+00:00,45.231,46.935,942.044,1.7585,2.3280000000000003,2.7065,1284,53.929886,-122.80193
2022-11-26 00:00:00+00:00,50.736,41.514,943.737,1.1605,1.814,2.017,23541,53.90835,-122.784
2022-11-26 00:00:00+00:00,46.337,47.514,941.197,2.06,2.6505,2.9455,1288,53.85699,-122.75565
2022-11-26 00:00:00+00:00,80.975,40.406,934.668,6.2265,7.025,7.463,24499,53.902016,-122.67971
2022-11-26 00:00:00+00:00,55.274,40.325,920.576,0.7934999999999999,1.4025,1.6265,24515,53.98482,-122.80778
2022-11-26 00:00:00+00:00,56.779,39.41,928.83,0.786,1.4115,1.7374999999999998,27761,53.873554,-122.79964
2022-11-26 00:00:00+00:00,49.756,43.48,948.529,1.416,2.3055000000000003,2.838,23743,53.9217,-122.7322
2022-11-26 00:00:00+00:00,52.941,40.701,943.582,1.272,1.939,2.165,25869,53.877056,-122.74168
2022-11-26 00:00:00+00:00,56.468,41.995,946.72,6.420999999999999,11.2645,13.6375,24373,54.003223,-122.66153
2022-11-26 00:00:00+00:00,54.207,41.336,942.717,2.9,4.549,5.045,24467,53.960423,-122.82616
2022-11-26 00:00:00+00:00,49.313,41.076,923.891,0.694,1.1365,1.356,24419,53.938244,-122.85273
2022-11-26 00:00:00+00:00,48.672,45.267,945.129,1.177,2.149,2.5725,24503,53.891518,-122.78121
2022-11-26 00:00:00+00:00,51.61,40.171,935.99,1.5870000000000002,2.508,2.976,24493,53.955334,-122.763824
2022-11-26 00:00:00+00:00,49.224,46.36,945.024,2.3150000000000004,3.4210000000000003,3.7455,1248,53.911182,-122.732704
2022-11-26 00:00:00+00:00,52.367,42.722,935.584,0.62,1.15,1.449,25139,53.855797,-122.784195
2022-11-26 00:00:00+00:00,45.776,45.154,926.29,0.852,1.36,1.561,24379,53.97476,-122.790115
2022-11-26 00:00:00+00:00,49.961,42.693,927.874,0.958,1.8025,2.3265,24525,53.84618,-122.815414
2022-11-26 00:00:00+00:00,50.446,43.865,945.35,1.069,1.931,2.348,24479,53.889565,-122.75596
2022-11-26 00:00:00+00:00,60.672,39.308,924.628,0.4665,0.739,0.8315000000000001,24557,54.005634,-122.81703
2022-11-26 00:00:00+00:00,50.218,44.043,927.326,0.5975,1.0575,1.298,1250,53.96459,-122.78269
2022-11-26 00:00:00+00:00,,,,1.1085,1.464,1.6195,1280,53.893547,-122.813866
2022-11-26 00:00:00+00:00,53.366,41.813,942.641,1.186,1.9385,2.2645,27887,53.92485,-122.78755
2022-11-26 00:00:00+00:00,51.656,43.068,938.542,1.1565,1.929,2.1215,108414,53.871243,-122.77193
2022-11-26 00:00:00+00:00,52.406,42.478,942.745,1.0175,1.8815,2.196,9614,53.895447,-122.79881
2022-11-26 00:00:00+00:00,58.81,41.726,946.829,1.6025,2.668,3.1425,24497,53.9048,-122.75479
