time_stamp,humidity,temperature,pressure,pm1.0_cf_1,pm2.5_cf_1,pm10.0_cf_1,sensor_number,latitude,longitude
2022-12-17 00:00:00+00:00,48.271,17.804,934.971,9.1055,14.44,16.243000000000002,27747,53.82678,-122.88069
2022-12-17 00:00:00+00:00,35.075,23.328,953.581,6.343999999999999,9.4,10.355,27691,53.9126,-122.80243
2022-12-17 00:00:00+00:00,21.725,76.772,946.495,5.096,9.446,10.564,115213,53.861065,-122.77701
2022-12-17 00:00:00+00:00,59.811,19.674,943.421,4.784,6.8585,7.611000000000001,27733,53.877823,-122.655396
2022-12-17 00:00:00+00:00,36.744,21.543,954.653,10.384,16.360500000000002,19.111,1290,53.913925,-122.76223
2022-12-17 00:00:00+00:00,40.379,20.513,933.485,8.467500000000001,12.928,14.961,24495,53.911438,-122.87895
2022-12-17 00:00:00+00:00,34.777,24.713,952.695,8.8365,11.409,13.003,1284,53.929886,-122.80193
2022-12-17 00:00:00+00:00,42.246,17.438,954.48,7.2995,10.84,11.839,23541,53.90835,-122.784
2022-12-17 00:00:00+00:00,36.279,26.158,951.138,10.362,13.44,14.9575,1288,53.85699,-122.75565
2022-12-17 00:00:00+00:00,48.951,23.268,944.414,15.831,19.417,21.6205,24499,53.902016,-122.67971
2022-12-17 00:00:00+00:00,50.243,12.913,929.874,6.643000000000001,9.9495,11.179,24515,53.98482,-122.80778
2022-12-17 00:00:00+00:00,51.2,13.885,938.044,8.343499999999999,13.4695,16.2635,27761,53.873554,-122.79964
2022-12-17 00:00:00+00:00,37.978,23.313,959.407,10.8565,17.2075,20.659,23743,53.9217,-122.7322
2022-12-17 00:00:00+00:00,40.786,22.431,957.59,12.9075,23.611,29.566,24373,54.003223,-122.66153
2022-12-17 00:00:00+00:00,41.429,21.532,953.977,10.979,17.0715,19.004,25869,53.877056,-122.74168
2022-12-17 00:00:00+00:00,41.583,19.657,953.512,7.782,12.2855,13.747,9614,53.895447,-122.79881
2022-12-17 00:00:00+00:00,41.16,17.676,932.964,5.844,8.9905,10.2495,24419,53.938244,-122.85273
2022-12-17 00:00:00+00:00,38.5,21.321,955.892,7.1865,11.9095,15.176,24503,53.891518,-122.78121
2022-12-17 00:00:00+00:00,37.367,21.764,946.053,5.9885,8.9765,10.349,24493,53.955334,-122.763824
2022-12-17 00:00:00+00:00,39.696,21.943,955.718,15.177,23.253500000000003,26.3695,1248,53.911182,-122.732704
2022-12-17 00:00:00+00:00,46.263,17.712,945.666,7.2195,11.793500000000002,13.842,25139,53.855797,-122.784195
2022-12-17 00:00:00+00:00,39.764,20.697,935.496,7.354,10.8935,12.0005,24379,53.97476,-122.790115
2022-12-17 00:00:00+00:00,42.894,19.249,937.325,10.7025,16.5515,19.3665,24525,53.84618,-122.815414
2022-12-17 00:00:00+00:00,39.163,22.863,955.968,7.432,12.6645,14.9975,24479,53.889565,-122.75596
2022-12-17 00:00:00+00:00,45.456,16.375,934.173,3.2445,4.6885,5.0735,24557,54.005634,-122.81703
2022-12-17 00:00:00+00:00,41.514,20.363,936.801,5.127000000000001,7.808,9.0805,1250,53.96459,-122.78269
2022-12-17 00:00:00+00:00,,,,9.6225,12.527,13.717,1280,53.893547,-122.813866
2022-12-17 00:00:00+00:00,44.886,16.71,953.152,6.221500000000001,9.614999999999998,10.8485,27887,53.92485,-122.78755
2022-12-17 00:00:00+00:00,44.79,17.543,948.865,10.9655,15.7795,16.8075,108414,53.871243,-122.77193
2022-12-17 00:00:00+00:00,41.876,18.419,953.372,5.859,8.6425,9.433,24467,53.960423,-122.82616
2022-12-17 00:00:00+00:00,45.26,18.751,957.736,8.7955,14.0275,16.435,24497,53.9048,-122.75479
