time_stamp,humidity,temperature,pressure,pm1.0_cf_1,pm2.5_cf_1,pm10.0_cf_1,sensor_number,latitude,longitude
2023-01-17 00:00:00+00:00,61.454,41.172,917.251,2.512,3.8655,4.234,27747,53.82678,-122.88069
2023-01-17 00:00:00+00:00,54.822,44.11,934.543,5.2715,8.003499999999999,8.7035,27691,53.9126,-122.80243
2023-01-17 00:00:00+00:00,70.047,40.828,936.989,3.511,5.3505,6.2995,23555,53.92698,-122.71216
2023-01-17 00:00:00+00:00,55.218,43.946,935.751,6.0135000000000005,9.334,10.3995,1290,53.913925,-122.76223
2023-01-17 00:00:00+00:00,57.292,41.969,915.86,1.5505,2.293,2.571,24495,53.911438,-122.87895
2023-01-17 00:00:00+00:00,52.785,46.431,933.713,7.7625,10.79,12.5825,1284,53.929886,-122.80193
2023-01-17 00:00:00+00:00,61.281,41.422,935.185,4.7135,7.246,7.9405,23541,53.90835,-122.784
2023-01-17 00:00:00+00:00,51.764,48.132,932.588,2.948,3.9305,4.456,1288,53.85699,-122.75565
2023-01-17 00:00:00+00:00,94.99,41.069,925.89,6.773,7.6575,8.059000000000001,24499,53.902016,-122.67971
2023-01-17 00:00:00+00:00,62.544,40.899,912.392,2.4015,3.8365,4.311,24515,53.98482,-122.80778
2023-01-17 00:00:00+00:00,63.862,40.411,920.406,1.4860000000000002,2.3775000000000004,2.7635,27761,53.873554,-122.79964
2023-01-17 00:00:00+00:00,59.821,43.234,939.809,4.4775,7.371,8.972999999999999,23743,53.9217,-122.7322
2023-01-17 00:00:00+00:00,65.389,42.882,938.141,8.122,14.568,17.6645,24373,54.003223,-122.66153
2023-01-17 00:00:00+00:00,59.982,42.56,934.238,2.58,4.324999999999999,4.771,9614,53.895447,-122.79881
2023-01-17 00:00:00+00:00,60.028,42.014,934.986,2.048,3.1255,3.4535,25869,53.877056,-122.74168
2023-01-17 00:00:00+00:00,60.399,42.346,934.336,6.9425,10.9685,12.127,24467,53.960423,-122.82616
2023-01-17 00:00:00+00:00,58.593,40.961,915.796,1.4340000000000002,2.2405,2.5545,24419,53.938244,-122.85273
2023-01-17 00:00:00+00:00,59.871,44.267,936.669,3.884,6.8165,7.9755,24503,53.891518,-122.78121
2023-01-17 00:00:00+00:00,58.939,41.401,927.734,5.6825,9.4145,11.105,24493,53.955334,-122.763824
2023-01-17 00:00:00+00:00,60.742,45.175,936.752,8.621,12.526,13.5375,1248,53.911182,-122.732704
2023-01-17 00:00:00+00:00,60.178,43.457,927.048,1.2605,2.1645000000000003,2.669,25139,53.855797,-122.784195
2023-01-17 00:00:00+00:00,52.317,45.742,918.079,2.75,4.192,4.640499999999999,24379,53.97476,-122.790115
2023-01-17 00:00:00+00:00,56.714,43.051,919.275,1.5985,2.5385,2.952,24525,53.84618,-122.815414
2023-01-17 00:00:00+00:00,58.921,43.855,936.778,3.2590000000000003,5.677,6.6935,24479,53.889565,-122.75596
2023-01-17 00:00:00+00:00,64.944,40.367,916.395,1.6605,2.647,2.914,24557,54.005634,-122.81703
2023-01-17 00:00:00+00:00,56.964,44.535,919.122,2.02,3.12,3.559,1250,53.96459,-122.78269
2023-01-17 00:00:00+00:00,,,,2.0315,2.661,2.8715,1280,53.893547,-122.813866
2023-01-17 00:00:00+00:00,67.106,40.572,934.4,5.489,8.973,10.0865,27887,53.92485,-122.78755
2023-01-17 00:00:00+00:00,63.972,42.419,930.045,3.5715000000000003,5.6705000000000005,6.135,108414,53.871243,-122.77193
2023-01-17 00:00:00+00:00,64.235,40.79,929.075,1.631,2.2975,2.4625000000000004,148249,53.85062,-122.775764
2023-01-17 00:00:00+00:00,74.549,41.722,938.308,6.122,10.251,11.993,24497,53.9048,-122.75479
