time_stamp,humidity,temperature,pressure,pm1.0_cf_1,pm2.5_cf_1,pm10.0_cf_1,sensor_number,latitude,longitude
2022-12-08 00:00:00+00:00,57.095,36.346,918.342,3.5235,4.488,5.0045,27747,53.82678,-122.88069
2022-12-08 00:00:00+00:00,46.662,40.325,935.857,3.4605,4.8225,5.279,27691,53.9126,-122.80243
2022-12-08 00:00:00+00:00,23.382,79.035,929.332,3.127,6.591,7.762,115213,53.861065,-122.77701
2022-12-08 00:00:00+00:00,59.243,35.681,937.79,2.919,4.491,5.494,23555,53.92698,-122.71216
2022-12-08 00:00:00+00:00,49.554,38.843,936.864,5.968500000000001,9.223,10.601,1290,53.913925,-122.76223
2022-12-08 00:00:00+00:00,52.593,36.783,916.844,1.857,2.716,3.099,24495,53.911438,-122.87895
2022-12-08 00:00:00+00:00,45.858,42.282,934.875,4.94,6.3045,7.1765,1284,53.929886,-122.80193
2022-12-08 00:00:00+00:00,55.309,36.482,936.519,3.818,5.532,6.0565,23541,53.90835,-122.784
2022-12-08 00:00:00+00:00,47.031,43.374,933.754,3.1345,3.9705,4.3935,1288,53.85699,-122.75565
2022-12-08 00:00:00+00:00,84.017,35.729,927.521,7.387,8.579,9.194,24499,53.902016,-122.67971
2022-12-08 00:00:00+00:00,55.449,36.208,913.599,2.856,4.797000000000001,5.6305,24515,53.98482,-122.80778
2022-12-08 00:00:00+00:00,62.421,34.801,921.427,2.2590000000000003,3.4685,4.01,27761,53.873554,-122.79964
2022-12-08 00:00:00+00:00,53.467,37.69,941.534,4.4585,7.0795,8.712,23743,53.9217,-122.7322
2022-12-08 00:00:00+00:00,58.371,35.337,940.038,6.6845,12.435,15.43,24373,54.003223,-122.66153
2022-12-08 00:00:00+00:00,55.622,36.11,936.335,2.458,3.8225,4.284,25869,53.877056,-122.74168
2022-12-08 00:00:00+00:00,51.238,38.733,935.479,3.055,4.806,5.3425,9614,53.895447,-122.79881
2022-12-08 00:00:00+00:00,52.383,35.694,916.621,2.4595,3.779,4.314,24419,53.938244,-122.85273
2022-12-08 00:00:00+00:00,50.029,40.608,937.878,2.756,4.6295,5.524,24503,53.891518,-122.78121
2022-12-08 00:00:00+00:00,53.471,35.736,928.86,2.9155,4.384,5.0915,24493,53.955334,-122.763824
2022-12-08 00:00:00+00:00,52.857,40.78,937.934,6.397,9.46,10.4685,1248,53.911182,-122.732704
2022-12-08 00:00:00+00:00,54.474,38.463,928.332,1.9395,3.14,3.711,25139,53.855797,-122.784195
2022-12-08 00:00:00+00:00,46.262,41.067,919.273,2.419,3.51,3.8825,24379,53.97476,-122.790115
2022-12-08 00:00:00+00:00,52.531,38.023,920.478,1.879,2.9385,3.51,24525,53.84618,-122.815414
2022-12-08 00:00:00+00:00,51.36,39.506,938.16,1.958,3.4765,4.202,24479,53.889565,-122.75596
2022-12-08 00:00:00+00:00,59.001,35.222,917.554,2.037,2.875,3.101,24557,54.005634,-122.81703
2022-12-08 00:00:00+00:00,51.786,39.429,920.294,2.09,3.255,3.804,1250,53.96459,-122.78269
2022-12-08 00:00:00+00:00,,,,3.0485,3.905,4.2815,1280,53.893547,-122.813866
2022-12-08 00:00:00+00:00,57.76,36.212,935.409,4.6075,7.2515,8.2675,27887,53.92485,-122.78755
2022-12-08 00:00:00+00:00,54.549,38.056,931.226,3.745,5.0435,5.3095,108414,53.871243,-122.77193
2022-12-08 00:00:00+00:00,51.775,38.453,935.616,3.83,5.716,6.2695,24467,53.960423,-122.82616
2022-12-08 00:00:00+00:00,64.25,36.092,939.749,4.032,6.446,7.566000000000001,24497,53.9048,-122.75479
