time_stamp,humidity,temperature,pressure,pm1.0_cf_1,pm2.5_cf_1,pm10.0_cf_1,sensor_number,latitude,longitude
2022-12-15 00:00:00+00:00,50.113,20.89,945.186,10.869,19.7165,23.4235,27747,53.82678,-122.88069
2022-12-15 00:00:00+00:00,43.635,27.553,963.83,10.194,17.5375,20.358,27691,53.9126,-122.80243
2022-12-15 00:00:00+00:00,23.403,79.101,956.854,7.141,13.336,14.935,115213,53.861065,-122.77701
2022-12-15 00:00:00+00:00,94.557,25.554,954.031,5.1715,8.879,10.5175,27733,53.877823,-122.655396
2022-12-15 00:00:00+00:00,46.836,26.615,964.937,15.843,28.7665,36.202,1290,53.913925,-122.76223
2022-12-15 00:00:00+00:00,44.029,26.543,943.595,5.236000000000001,8.889,10.685,24495,53.911438,-122.87895
2022-12-15 00:00:00+00:00,42.283,28.892,962.872,14.794,20.745,24.94,1284,53.929886,-122.80193
2022-12-15 00:00:00+00:00,52.414,23.575,964.637,10.1695,17.883000000000003,20.569,23541,53.90835,-122.784
2022-12-15 00:00:00+00:00,43.545,31.11,961.519,15.65,22.324,25.95,1288,53.85699,-122.75565
2022-12-15 00:00:00+00:00,72.029,28.167,954.85,13.201,17.7045,20.956,24499,53.902016,-122.67971
2022-12-15 00:00:00+00:00,55.944,24.911,940.049,8.641,15.349,18.299,24515,53.98482,-122.80778
2022-12-15 00:00:00+00:00,58.128,21.126,948.418,7.961,15.189,19.444,27761,53.873554,-122.79964
2022-12-15 00:00:00+00:00,48.518,27.735,969.74,11.464,20.4795,26.3125,23743,53.9217,-122.7322
2022-12-15 00:00:00+00:00,50.708,30.571,967.865,14.1695,25.166,29.916,24373,54.003223,-122.66153
2022-12-15 00:00:00+00:00,51.526,24.861,964.371,11.4625,19.3325,22.0945,25869,53.877056,-122.74168
2022-12-15 00:00:00+00:00,48.203,25.061,963.625,12.4195,23.1215,27.23,9614,53.895447,-122.79881
2022-12-15 00:00:00+00:00,50.227,22.173,943.733,6.96,12.656,15.4215,24419,53.938244,-122.85273
2022-12-15 00:00:00+00:00,49.919,26.874,966.084,12.102,22.8635,31.9995,24503,53.891518,-122.78121
2022-12-15 00:00:00+00:00,49.292,27.9,956.277,11.868,20.649,25.3285,24493,53.955334,-122.763824
2022-12-15 00:00:00+00:00,51.624,27.972,966.002,19.8805,34.6045,40.6595,1248,53.911182,-122.732704
2022-12-15 00:00:00+00:00,55.016,24.506,955.888,8.6215,16.845,21.278,25139,53.855797,-122.784195
2022-12-15 00:00:00+00:00,47.342,29.728,946.008,9.9705,17.232,20.097,24379,53.97476,-122.790115
2022-12-15 00:00:00+00:00,48.504,21.085,947.605,17.2075,27.9365,34.1555,24525,53.84618,-122.815414
2022-12-15 00:00:00+00:00,50.982,26.08,966.266,9.5315,19.115,24.092,24479,53.889565,-122.75596
2022-12-15 00:00:00+00:00,54.076,24.3,944.228,6.6770000000000005,10.676,11.848,24557,54.005634,-122.81703
2022-12-15 00:00:00+00:00,49.183,29.094,947.096,9.34,16.66,20.5355,1250,53.96459,-122.78269
2022-12-15 00:00:00+00:00,,,,10.713,15.491,17.6305,1280,53.893547,-122.813866
2022-12-15 00:00:00+00:00,55.186,22.457,963.366,9.5615,17.535,20.9475,27887,53.92485,-122.78755
2022-12-15 00:00:00+00:00,55.876,23.41,959.084,16.938499999999998,29.609,33.0355,108414,53.871243,-122.77193
2022-12-15 00:00:00+00:00,49.61,23.263,963.516,8.218,13.623,15.429,24467,53.960423,-122.82616
2022-12-15 00:00:00+00:00,59.079,24.567,967.965,12.0795,21.6915,26.7865,24497,53.9048,-122.75479
