time_stamp,humidity,temperature,pressure,pm1.0_cf_1,pm2.5_cf_1,pm10.0_cf_1,sensor_number,latitude,longitude
2023-01-02 00:00:00+00:00,59.315,38.385,921.892,0.4615,0.9025,1.0585,27747,53.82678,-122.88069
2023-01-02 00:00:00+00:00,50.145,37.255,939.814,11.7795,18.463,20.4845,27691,53.9126,-122.80243
2023-01-02 00:00:00+00:00,19.003,70.011,933.154,0.192,0.637,0.754,115213,53.861065,-122.77701
2023-01-02 00:00:00+00:00,66.713,32.288,942.73,4.851,7.989,9.8545,23555,53.92698,-122.71216
2023-01-02 00:00:00+00:00,54.613,35.954,940.927,11.29,18.2475,21.088,1290,53.913925,-122.76223
2023-01-02 00:00:00+00:00,52.971,39.432,920.536,0.858,1.3375,1.573,24495,53.911438,-122.87895
2023-01-02 00:00:00+00:00,48.886,39.401,938.906,15.962500000000002,21.941,25.794,1284,53.929886,-122.80193
2023-01-02 00:00:00+00:00,59.129,34.065,940.499,10.085,15.8305,17.516,23541,53.90835,-122.784
2023-01-02 00:00:00+00:00,49.788,41.579,937.634,7.712,10.2745,11.599,1288,53.85699,-122.75565
2023-01-02 00:00:00+00:00,85.804,36.238,931.057,6.547499999999999,7.8455,8.600999999999999,24499,53.902016,-122.67971
2023-01-02 00:00:00+00:00,60.008,36.5,917.255,3.881,6.5735,7.680999999999999,24515,53.98482,-122.80778
2023-01-02 00:00:00+00:00,63.492,34.918,925.258,2.3535000000000004,4.0105,4.747,27761,53.873554,-122.79964
2023-01-02 00:00:00+00:00,58.142,33.596,945.538,7.3415,12.1075,14.9645,23743,53.9217,-122.7322
2023-01-02 00:00:00+00:00,56.91,32.84,943.758,10.1325,18.3235,21.878,24373,54.003223,-122.66153
2023-01-02 00:00:00+00:00,55.333,35.208,939.534,7.458500000000001,12.673,14.2275,9614,53.895447,-122.79881
2023-01-02 00:00:00+00:00,57.247,34.586,939.596,13.906,21.7235,24.098,24467,53.960423,-122.82616
2023-01-02 00:00:00+00:00,62.172,34.751,934.073,3.3335,5.4535,5.9695,148249,53.85062,-122.775764
2023-01-02 00:00:00+00:00,57.995,34.464,920.574,3.417,5.599,6.5435,24419,53.938244,-122.85273
2023-01-02 00:00:00+00:00,55.657,36.732,941.987,8.883,15.464,19.48,24503,53.891518,-122.78121
2023-01-02 00:00:00+00:00,57.046,34.215,932.975,8.4405,14.442,17.6335,24493,53.955334,-122.763824
2023-01-02 00:00:00+00:00,58.901,37.54,941.962,14.18,22.699,25.3775,1248,53.911182,-122.732704
2023-01-02 00:00:00+00:00,59.987,37.854,932.136,2.68,4.843999999999999,5.8935,25139,53.855797,-122.784195
2023-01-02 00:00:00+00:00,51.706,40.375,923.025,3.4665,5.6355,6.526,24379,53.97476,-122.790115
2023-01-02 00:00:00+00:00,54.292,39.535,924.132,0.634,1.121,1.4,24525,53.84618,-122.815414
2023-01-02 00:00:00+00:00,56.281,36.461,942.072,7.693,13.736,16.3885,24479,53.889565,-122.75596
2023-01-02 00:00:00+00:00,61.427,34.19,921.412,5.041,8.023,8.8945,24557,54.005634,-122.81703
2023-01-02 00:00:00+00:00,55.455,39.41,924.058,3.355,5.867,7.1255,1250,53.96459,-122.78269
2023-01-02 00:00:00+00:00,,,,3.994,5.3635,5.898,1280,53.893547,-122.813866
2023-01-02 00:00:00+00:00,62.935,32.699,939.558,12.8625,20.839,23.764,27887,53.92485,-122.78755
2023-01-02 00:00:00+00:00,62.136,34.615,935.209,9.488,15.3725,16.6515,108414,53.871243,-122.77193
2023-01-02 00:00:00+00:00,59.453,33.899,940.214,8.196,12.7025,14.084,25869,53.877056,-122.74168
2023-01-02 00:00:00+00:00,74.113,32.66,943.721,7.717499999999999,13.0525,15.61,24497,53.9048,-122.75479
